name,url,category
Assembly language,https://www.ibm.com/support/knowledgecenter/SSLTBW_2.1.0/com.ibm.zos.v2r1.asma400/asmr102112.htm,Programming Language
AssemblyScript,http://www.assemblyscript.org,Programming Language
ATS,http://www.ats-lang.org,Programming Language
AutoHotkey,https://www.autohotkey.com/,Programming Language
AutoIt,https://www.autoitscript.com,Programming Language
AutoLISP,http://www.faqs.org/faqs/CAD/autolisp-faq/,Programming Language
Averest,http://www.averest.org/,Programming Language
AWK,http://pubs.opengroup.org/onlinepubs/9699919799/utilities/awk.html,Programming Language
Axum,http://msdn.microsoft.com/en-us/devlabs/dd795202.aspx,Programming Language
Ballerina,http://ballerina.io,Programming Language
Bash,http://www.gnu.org/software/bash/,Programming Language
Batch file (Windows/MS-DOS),https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-xp/bb490869(v%3dtechnet.10),Programming Language
bc (basic calculator),https://doi.acm.org/10.1145/152923.152925,Programming Language
BCPL,http://www.cl.cam.ac.uk/users/mr/BCPL.html,Programming Language
BeanShell,https://github.com/beanshell/beanshell,Programming Language
BETA,http://beta.cs.au.dk,Programming Language
BlackBox Component Builder,http://blackboxframework.org,Programming Language
BLISS,http://pdp-10.trailing-edge.com/bb-m836d-bm/,Programming Language
Blockly,http://developers.google.com/blockly,Programming Language
BlooP,http://cgibin.erols.com/ziring/cgi-bin/cep/cep.pl?_key=BLooP,Programming Language
Boo,https://github.com/boo-lang,Programming Language
Boomerang,http://www.seas.upenn.edu/~harmony/,Programming Language
Bosque,https://www.microsoft.com/en-us/research/project/bosque-programming-language/,Programming Language
C Shell (csh),http://cvsweb.netbsd.org/bsdweb.cgi/src/bin/csh/,Programming Language
C/AL,http://www.microsoft.com/en-us/dynamics/erp-nav-overview.aspx,Programming Language
Caml,http://caml.inria.fr,Programming Language
Carbon,https://github.com/carbon-language,Programming Language
Categorical,https://docs.raku.org/language/operators#Operators,Programming Language
Categories,https://www.mediawiki.org/wiki/Extension:TimedMediaHandler,Programming Language
Catrobat,https://catrobat.org,Programming Language
Cayenne (Lennart Augustsson),http://www.augustsson.net,Programming Language
Cecil,http://www.cs.washington.edu/research/projects/cecil/,Programming Language
CEEMAC,http://www.atarimagazines.com/creative/v9n1/54_A_structured_graphics_lan.php,Programming Language
CESIL (Computer Education in Schools Instruction Language),https://drive.google.com/file/d/1Dlfi4pzwxK3AIMETYjPO6MeUnAcWac44/view,Programming Language
Ceylon,https://ceylon-lang.org,Programming Language
CFEngine,https://cfengine.com/,Programming Language
Cg (High-Level Shader/Shading Language [HLSL]),https://github.com/castano/cgc-opensrc,Programming Language
Ch,http://www.softintegration.com,Programming Language
Chapel (Cascade High Productivity Language),https://chapel-lang.org/,Programming Language
Charm,http://charm.qu-bit.co.uk,Programming Language
CHILL,http://www.itu.int/rec/T-REC-Z.200/en,Programming Language
CHIP-8,https://bitbucket.org/csoren/fpga-chip8,Programming Language
Chronological,http://hopl.info/,Programming Language
ChucK,http://chuck.cs.princeton.edu,Programming Language
Cilk (also Cilk++ and Cilk plus),https://cilk.mit.edu/,Programming Language
Claire,http://www.claire-language.com,Programming Language
Clarion,http://www.softvelocity.com,Programming Language
classic,https://learn.microsoft.com/en-us/previous-versions/visualstudio/visual-basic-6/visual-basic-6.0-documentation,Programming Language
Clean,https://clean.cs.ru.nl,Programming Language
Clipper,http://www.grafxsoft.com/clipper.htm,Programming Language
CLIPS,http://clipsrules.net,Programming Language
Clojure,https://clojure.org,Programming Language
CLU,http://pmg.csail.mit.edu/CLU.html,Programming Language
CMS EXEC,https://archive.today/20140417183004/http://publibfp.boulder.ibm.com/cgi-bin/bookmgr_OS390/BOOKS/HCSD7B00/CCONTENTS#5.1,Programming Language
Cobra,http://cobra-language.com/,Programming Language
CoffeeScript,https://coffeescript.org/,Programming Language
ColdFusion,https://coldfusion.com/,Programming Language
COMAL,http://www.josvisser.nl/opencomal/,Programming Language
Common Intermediate Language,https://www.ecma-international.org/publications-and-standards/standards/ecma-335/,Programming Language
Common Lisp,http://common-lisp.net,Programming Language
Computer Sciences Corporation,http://www.csc.com/,Programming Language
COMTRAN,https://www.ancestry.co.uk/learn/library/article.aspx?article=1159,Programming Language
Constraint Handling Rules,http://constraint-handling-rules.org,Programming Language
CORAL,http://history.dcs.ed.ac.uk/archive/os/deimos/ercm09/emas-2900/coral2.txt,Programming Language
CorVision,https://en.wiktionary.org/wiki/vesting,Programming Language
CPL,https://doi.org/10.1093%2Fcomjnl%2F6.2.134,Programming Language
Cryptol,http://www.cryptol.net,Programming Language
Crystal,https://crystal-lang.org/,Programming Language
Csound,http://csound.com,Programming Language
Cuneiform,http://cuneiform-lang.org/,Programming Language
Curl,https://www.curl.com,Programming Language
Curry,http://www.curry-lang.org,Programming Language
Cybil,https://dl.acm.org/doi/10.1145/988327.988331,Programming Language
Cyclone,http://cyclone.thelanguage.org,Programming Language
Cypher Query Language,https://neo4j.com/docs/cypher-manual/current/,Programming Language
Cython,https://cython.org,Programming Language
Dart,https://dart.dev/,Programming Language
Darwin,https://doi.org/10.1093%2Fbioinformatics%2F16.2.101,Programming Language
DataFlex,http://www.DataAccess.com/DataFlex,Programming Language
Datalog,https://www.iana.org/assignments/media-types/application/vnd.datalog,Programming Language
DATATRIEVE,https://vmssoftware.com/products/datatrieve/,Programming Language
dBase,http://www.dbase.com,Programming Language
Definitions,https://en.wiktionary.org/wiki/programming_language,Programming Language
Delphi,https://www.embarcadero.com/products/delphi,Programming Language
Delphi Community,https://www.embarcadero.com/products/delphi,Programming Language
DinkC,http://www.rtsoft.com/dink,Programming Language
Dog,http://www.kamvar.org/,Programming Language
domain-specific languages,http://catb.org/~esr/writings/taoup/html/minilanguageschapter.html,Programming Language
DRAKON,https://drakon.su/start,Programming Language
DrRacket,https://racket-lang.org/,Programming Language
Dylan,https://opendylan.org/,Programming Language
Easy PL/I,https://www.ibm.com/products/pli-compiler-zos,Programming Language
EASYTRIEVE PLUS,https://www.broadcom.com/products/mainframe/application-development/easytrieve-report-generator,Programming Language
ECMAScript,https://www.ecma-international.org/publications-and-standards/standards/ecma-262/,Programming Language
Edinburgh IMP,http://history.dcs.ed.ac.uk/archive/apps/quine/self.txt,Programming Language
EGL,https://www.eclipse.org/edt/,Programming Language
Eiffel,http://eiffel.org,Programming Language
ELAN,https://www.cs.ru.nl/elan,Programming Language
Elixir,https://elixir-lang.org,Programming Language
Elm,https://elm-lang.org/,Programming Language
Emacs Lisp,https://www.gnu.org/software/emacs/,Programming Language
Emerald,http://www.emeraldprogramminglanguage.org,Programming Language
EPL (Easy Programming Language),http://epl.eyuyan.com/,Programming Language
Erlang,https://www.erlang.org,Programming Language
es,http://doc.cat-v.org/plan_9/4th_edition/papers/rc,Programming Language
Escher,http://mentalmodels4life.net/software/,Programming Language
esoteric programming languages,https://esolangs.org/wiki/Main_Page,Programming Language
ESPOL,http://www.ianjoyner.name/Burroughs.html,Programming Language
Esterel,http://www-sop.inria.fr/meije/esterel/esterel-eng.html,Programming Language
Etoys,http://www.squeakland.org/,Programming Language
Euclid,http://portal.acm.org/citation.cfm?id=954666.971189,Programming Language
Euler,https://github.com/pkimpel/retro-b5500/tree/master/source/EULER,Programming Language
Euphoria,http://openeuphoria.org,Programming Language
EusLisp Robot Programming Language,http://staff.aist.go.jp/t.matsui/eus/,Programming Language
executable,http://whatis.techtarget.com/fileformat/EXE-Executable-file-program,Programming Language
Executable UML,http://executableumlbook.com,Programming Language
Ezhil,http://ezhillang.org,Programming Language
F# (F sharp),https://fsharp.org/,Programming Language
Factor,http://factorcode.org/,Programming Language
Fantom,http://www.fantom.org,Programming Language
FAUST,http://faust.grame.fr,Programming Language
FFP,https://pointfree-interpreter.github.io/,Programming Language
fish,https://fishshell.com,Programming Language
Flix,https://flix.dev/,Programming Language
FLOW-MATIC (B0),http://portal.acm.org/citation.cfm?id=954666.971189,Programming Language
FOCAL (Formulating On-Line Calculations in Algebraic Language/FOrmula CALculator),http://www.pdp8.net/lang/focal/misc.shtml,Programming Language
Forth,https://forth-standard.org,Programming Language
Fortran,https://fortran-lang.org,Programming Language
Fortress,https://github.com/stokito/fortress-lang,Programming Language
FoxBase/FoxPro,http://www.foxprohistory.org/foxprotimeline.htm,Programming Language
Franz Lisp,http://www.cs.berkeley.edu/~fateman/lisp-opus38.92.tar,Programming Language
Futhark,http://futhark-lang.org,Programming Language
G-code,http://carlsonmfg.com/cnc-g-code-m-code-programming,Programming Language
Game Maker Language,https://gamemaker.io,Programming Language
Game Oriented Assembly Lisp,https://franz.com/success/customer_apps/animation_graphics/naughtydog.lhtml,Programming Language
GameMonkey Script,http://www.gmscript.com,Programming Language
GAP,https://www.gap-system.org/,Programming Language
GDScript (Godot),https://godotengine.org/,Programming Language
General Algebraic Modeling System,https://www.gams.com,Programming Language
Generational,https://merd.sourceforge.net/pixel/language-study/diagram.html,Programming Language
Geometric Description Language,http://gdl.graphisoft.com,Programming Language
Gleam,https://gleam.run/,Programming Language
GNU E,https://ftp.cs.wisc.edu/exodus/E/,Programming Language
GNU Guile (GNU Ubiquitous Intelligent Language for Extensions),https://gnu.org/software/guile,Programming Language
GNU Octave,https://octave.org/,Programming Language
Go,https://golang.org/,Programming Language
Go!,https://golang.org/,Programming Language
Golo,http://golo-lang.org,Programming Language
GOM,http://www.catb.org/~esr/mad/,Programming Language
Google Apps Script,https://script.google.com,Programming Language
Gosu,https://gosu-lang.github.io/,Programming Language
GRASS,http://dl.acm.org/citation.cfm?id=808374&dl=ACM&coll=DL&CFID=203593322&CFTOKEN=45146083,Programming Language
Grasshopper,http://grasshopper3d.com,Programming Language
Groovy,https://groovy-lang.org,Programming Language
Groovy (programming language),https://groovy-lang.org,Programming Language
Hack,http://hacklang.org,Programming Language
HAGGIS,http://www.dcs.gla.ac.uk/~quintin/,Programming Language
HAL/S,http://klabs.org/DEI/Processor/shuttle/,Programming Language
Halide (programming language),http://halide-lang.org,Programming Language
Hamilton C shell,https://hamiltonlabs.com/Cshell.htm,Programming Language
Harbour,http://harbour.github.io,Programming Language
Hartmann pipelines,http://vm.marist.edu/~pipeline,Programming Language
Haskell,http://haskell.org,Programming Language
Haxe,https://haxe.org,Programming Language
Hermes,https://doi.org/10.1145%2F142137.142148,Programming Language
High Level Assembly,https://plantation-productions.com/Webster/HighLevelAsm/index.html,Programming Language
History of programming languages,http://www.scriptol.com/programming/history.php,Programming Language
Hollywood,http://www.hollywood-mal.com,Programming Language
HolyC,http://templeos.org/,Programming Language
Hop,http://hop.inria.fr/,Programming Language
Hopscotch,https://www.gethopscotch.com,Programming Language
HTML,https://html.spec.whatwg.org/,Programming Language
Hy,http://hylang.org,Programming Language
IBM Basic assembly language,https://www.ibm.com/docs/en/hla-and-tf/1.6.0?topic=pdf-format-documentation,Programming Language
IBM Informix-4GL,https://help.hcl-software.com/hclinformix/15.0/1infocenter/4gl.html,Programming Language
Icon,http://www.cs.arizona.edu/icon,Programming Language
IDL,https://www.nv5geospatialsoftware.com/Products/IDL,Programming Language
Idris,http://www.idris-lang.org,Programming Language
Inform,https://ganelson.github.io/inform-website/,Programming Language
Io,https://iolanguage.org/,Programming Language
ISLISP,http://islisp.info/specification.html,Programming Language
ISO/IEC 8652,http://www.open-std.org/jtc1/sc22/wg9/,Programming Language
J# (J sharp),http://msdn2.microsoft.com/en-us/vjsharp/default.aspx,Programming Language
J++ (J plus plus),https://msdn.microsoft.com/en-us/library/ms950413.aspx,Programming Language
JADE,https://www.jadeworld.com/,Programming Language
Jai,https://smarimccarthy.is/posts/2024-12-02-four-years-of-jai/,Programming Language
JAL,http://www.casadeyork.com/jalv2/,Programming Language
Janus (concurrent constraint programming language),https://www.researchgate.net/publication/221321646,Programming Language
Janus (time-reversible computing programming language),https://tetsuo.jp/ref/janus.html,Programming Language
JASS,https://warcraft3.blizzard.com/en-us/,Programming Language
Java,https://www.oracle.com/java/,Programming Language
JavaScript,https://developer.mozilla.org/en-US/docs/Web/JavaScript,Programming Language
JEAN,https://archive.today/20130105104243/http://www3.interscience.wiley.com/journal/113444330/abstract?CRETRY=1&SRETRY=0,Programming Language
Join Java,http://join.inria.fr/,Programming Language
Joule,http://www.erights.org/history/joule/,Programming Language
jq,http://jqlang.org,Programming Language
JScript,https://learn.microsoft.com/en-us/previous-versions/hbxc2t98(v=vs.85),Programming Language
JScript .NET,http://msdn.microsoft.com/en-us/library/3bf5fs13.aspx,Programming Language
Julia,https://julialang.org/,Programming Language
Jython,https://www.jython.org/,Programming Language
Karel,https://xkarel.sourceforge.net/,Programming Language
Kent Recursive Calculator,http://www.krc-lang.org,Programming Language
KiXtart,http://www.kixtart.org/,Programming Language
Klerer-May System,https://doi.org/10.1093%2Fcomjnl%2F8.2.103,Programming Language
Kodu,http://kodugamelab.com,Programming Language
Kojo,https://www.kogics.net/kojo,Programming Language
KornShell,http://kornshell.com,Programming Language
Kotlin,https://kotlinlang.org/,Programming Language
KRL,http://purl.umn.edu/107717,Programming Language
Kv (Kivy),https://kivy.org/,Programming Language
LabVIEW,https://www.ni.com/labview,Programming Language
Ladder,http://www.ibiblio.org/kuphaldt/electricCircuits/Digital/DIGI_6.html,Programming Language
LANSA,https://lansa.com/,Programming Language
Lasso,http://www.lassosoft.com,Programming Language
Lean,http://lean-lang.org,Programming Language
Legoscript,https://www.lego.com/themes/mindstorms/about,Programming Language
LIL,http://www.ultimate.com/phil/lil/lil.html,Programming Language
LilyPond,https://lilypond.org,Programming Language
LINC,http://www.ieg-inc.com/,Programming Language
Lingo,https://helpx.adobe.com/director/topics/scripting-dictionary.html,Programming Language
LINQ,https://learn.microsoft.com/en-us/dotnet/standard/linq/,Programming Language
LIS,http://www.feb-patrimoine.com/english/bull_software.htm,Programming Language
LISA,https://www.ice.rwth-aachen.de/cms/ice/Forschung/Abgeschlossene-Projekte/~bjxdmd/LISA/lidx/1/,Programming Language
Lisp,http://paulgraham.com/bel.html,Programming Language
LiveCode,http://livecode.org,Programming Language
LiveScript,https://livescript.net,Programming Language
LLL,http://ethereum.org,Programming Language
Logo,https://dspace.mit.edu/handle/1721.1/6226,Programming Language
Logtalk,https://logtalk.org,Programming Language
LotusScript,http://www.ibm.com/developerworks/lotus/documentation/dominodesigner/,Programming Language
LPC,http://www.faqs.org/faqs/games/mud-faq/lp/,Programming Language
LSE,http://99-bottles-of-beer.net/language-l.s.e.-350.html,Programming Language
LSL,https://secondlife.com/,Programming Language
Lua,https://www.lua.org/,Programming Language
Lua (programming language),https://www.lua.org/,Programming Language
Lucid,https://code.google.com/p/plucid,Programming Language
Lustre,http://www-verimag.imag.fr/Synchrone-main.html?lang=en,Programming Language
LYaPAS,"http://wiki.tsu.ru/wiki/index.php/Закревский,_Аркадий_Дмитриевич",Programming Language
Lynx,https://foldoc.org/LYNX,Programming Language
M Formula language,https://learn.microsoft.com/en-us/power-query/power-query-what-is-power-query,Programming Language
M4,https://www.gnu.org/software/m4/m4.html,Programming Language
Machine code,https://en.wiktionary.org/wiki/machine_code,Programming Language
Magik,http://www.ge-energy.com/products_and_services/products/geospatial_systems_and_mobile_workforce/index.jsp,Programming Language
Magma,http://magma.maths.usyd.edu.au,Programming Language
Maple,https://www.maplesoft.com/products/maple/,Programming Language
MAPPER,http://www.99-bottles-of-beer.net/language-mapper-(now-known-as-bis)-854.html,Programming Language
markup languages,https://www.britannica.com/technology/markup-language,Programming Language
MASM Microsoft Assembly x86,https://docs.microsoft.com/en-us/cpp/assembler/masm/microsoft-macro-assembler-reference,Programming Language
MATLAB,https://www.mathworks.com/products/matlab.html,Programming Language
Maude system,http://maude.cs.uiuc.edu/,Programming Language
Max,https://cycling74.com/products/max,Programming Language
Maxima,https://maxima.sourceforge.io/,Programming Language
MaxScript,https://www.autodesk.com/products/3ds-max/overview,Programming Language
Maya (MEL),https://www.autodesk.com/products/maya/overview,Programming Language
Mercury,http://www.mercurylang.org,Programming Language
MHEG-5 (Interactive TV programming language),http://www.mheg.org,Programming Language
Microcode,http://www.mikrocodesimulator.de/index_eng.php,Programming Language
Microsoft Power Fx,https://docs.microsoft.com/en-us/power-platform/power-fx/overview,Programming Language
MIMIC,http://stinet.dtic.mil/oai/oai?verb=getRecord&metadataPrefix=html&identifier=AD0656301,Programming Language
Mirah,https://mirah.org/,Programming Language
Miranda,http://miranda.org.uk,Programming Language
MIVA Script,http://www.mivascript.com,Programming Language
ML,https://doi.org/10.1007%2F3-540-09724-4,Programming Language
Model 204,http://www.rocketsoftware.com/brand/rocket-m204,Programming Language
Modelica,https://www.modelica.org/,Programming Language
Modula-2,http://www.modula2.org,Programming Language
Modula-3,http://www.modula3.org,Programming Language
Mojo,http://www.modular.com/mojo,Programming Language
MOO,https://www.moo.mud.org/,Programming Language
Mortran,http://www.slac.stanford.edu/exp/e871/documentation/offline/mortran2.html,Programming Language
Mouse,http://users.encs.concordia.ca/~grogono/Mouse/mouse.html,Programming Language
MPD,http://www.cs.arizona.edu/mpd/,Programming Language
MSL,https://www.mirc.com/,Programming Language
MUMPS,https://groups.google.com/g/comp.lang.mumps/c/-SKjCBmiHDg/m/7T1_ePl0rewJ,Programming Language
MuPAD,https://www.mathworks.com/discovery/mupad.html,Programming Language
Mystic Programming Language,http://www.mysticbbs.com,Programming Language
Napier88,http://www-ppg.dcs.st-and.ac.uk/Languages/Napier88/,Programming Language
NASM,https://www.nasm.us/,Programming Language
Neko,http://nekovm.org/doc/vm,Programming Language
Nemerle,http://nemerle.org,Programming Language
NESL,https://www.cs.cmu.edu/~scandal/nesl.html,Programming Language
Net.Data,http://www-306.ibm.com/software/data/net.data/,Programming Language
NetLogo,http://www.netlogo.org,Programming Language
NetRexx,https://www.netrexx.org/,Programming Language
NewLISP,http://www.newlisp.org,Programming Language
Newspeak,http://newspeaklanguage.org,Programming Language
NewtonScript,http://waltersmith.us/wp-content/uploads/2005/12/Self-intro.htm,Programming Language
Nial,https://www.nial-array-language.org/,Programming Language
Nim,http://nim-lang.org,Programming Language
Nix,https://nixos.org,Programming Language
Not Quite C,https://www.lego.com/themes/mindstorms/about,Programming Language
Nu,http://programming-nu.github.io,Programming Language
Nullsoft Scriptable Install System,http://www.winamp.com/,Programming Language
NWScript,https://www.mobygames.com/game-group/neverwinter-nights-series,Programming Language
o:XML,http://www.o-xml.org,Programming Language
Oberon,https://projectoberon.net,Programming Language
Object Lisp,https://groups.google.com/groups?selm=13400015%40ccvaxa,Programming Language
Object Pascal,http://www.mactech.com/articles/mactech/Vol.02/02.12/ObjectPascal/,Programming Language
Object REXX,https://www.rexxla.org/,Programming Language
Objective-C,https://developer.apple.com/library/archive/documentation/Cocoa/Conceptual/ProgrammingWithObjectiveC/Introduction/Introduction.html,Programming Language
Objective-C++,https://developer.apple.com/library/archive/documentation/Cocoa/Conceptual/ProgrammingWithObjectiveC/Introduction/Introduction.html,Programming Language
ObjectLOGO,https://dspace.mit.edu/handle/1721.1/6226,Programming Language
Obliq,http://www.cc.gatech.edu/gvu/people/Phd/Krishna/VO/VOHome.html,Programming Language
OCaml,https://ocaml.org/,Programming Language
occam,http://www.wotug.org/occam/,Programming Language
Odin,https://odin-lang.org/,Programming Language
OmniMark,http://www.stilo.com/products/omnimark/,Programming Language
Opa,http://opalang.org,Programming Language
Open Programming Language,http://opl-dev.sourceforge.net,Programming Language
OpenCL,https://www.khronos.org/opencl/,Programming Language
OpenEdge Advanced Business Language,https://www.progress.com/openedge,Programming Language
OpenGL Shading Language,https://www.opengl.org/,Programming Language
OpenQASM,https://openqasm.com/,Programming Language
OPS5,http://www.pcai.com/web/ai_info/pcai_ops.html,Programming Language
OptimJ,http://www.ateji.com/,Programming Language
Orc,https://orc.csres.utexas.edu/,Programming Language
Oriel,http://www.atarimagazines.com/compute/issue134/143_Windows_3_Power_Tool.php,Programming Language
Oxygene,https://elementscompiler.com/elements/oxygene/,Programming Language
Oz,http://mozart.github.io,Programming Language
P4,https://p4.org,Programming Language
ParaSail,http://parasail-lang.org,Programming Language
PARI/GP,http://pari.math.u-bordeaux.fr/,Programming Language
Pascal Script,http://wiki.freepascal.org/Pascal_Script/License,Programming Language
PCASTL,http://www.pcosmos.ca/pcastl/,Programming Language
PDL,https://pdl.perl.org/,Programming Language
PeopleCode,http://download.oracle.com/docs/cd/E05317_01/psft/html/docset.html,Programming Language
Perl,https://www.perl.org/,Programming Language
Pharo,https://pharo.org/,Programming Language
PHP,https://www.php.net/,Programming Language
Pico,http://pico.vub.ac.be,Programming Language
Picolisp,http://picolisp.com,Programming Language
Pict,https://www.cis.upenn.edu/~bcpierce/papers/pict/Html/Pict.html,Programming Language
Pike,https://pike.lysator.liu.se/,Programming Language
PILOT,https://rpilot.sourceforge.net/pilot.html,Programming Language
Pizza,http://pizzacompiler.sourceforge.net,Programming Language
PL-11,https://foldoc.org/PL-11,Programming Language
PL/0,http://www.standardpascaline.org/plzero.pas,Programming Language
PL/B,http://www.sysmaker.com/infopro/plb.htm,Programming Language
PL/C,https://rmc.library.cornell.edu/EAD/htmldocs/RMA03351.html,Programming Language
PL/M,https://www.drdobbs.com/architecture-and-design/gary-kildall-and-collegial-entrepreneurs/184410428,Programming Language
PL/P,http://bitsavers.informatik.uni-stuttgart.de/bits/Prime/,Programming Language
PL/SQL,http://www.orafaq.com/wiki/PL/SQL_FAQ,Programming Language
PL360,https://doi.org/10.1145%2F321439.321442,Programming Language
PLEX,https://doi.org/10.1145%2F1238844.1238850,Programming Language
PLEXIL,https://github.com/plexil-group/plexil,Programming Language
Plus,http://doi.acm.org/10.1145/800234.807062,Programming Language
Pony,http://www.ponylang.org,Programming Language
POP-11,http://www.cs.bham.ac.uk/research/projects/poplog/poplog.info.html,Programming Language
POP-2,http://www-robotics.cs.umass.edu/Popplestone/pop_development.html,Programming Language
PortablE,https://aminet.net/package/dev/e/amigae33a,Programming Language
POV-Ray SDL,https://www.povray.org/,Programming Language
PowerBuilder,https://www.appeon.com/,Programming Language
Powerhouse,https://teamblue.unicomsi.com/products/powerhouse-4gl/,Programming Language
PowerShell,https://microsoft.com/powershell,Programming Language
Pro*C,http://infolab.stanford.edu/%7Eullman/fcdb/oracle/or-proc.html,Programming Language
Processing,https://processing.org/,Programming Language
Processing.js,https://processing.org/,Programming Language
Prograph,http://www.mactech.com/articles/mactech/Vol.10/10.11/PrographCPXTutorial/,Programming Language
Project Verona,https://www.microsoft.com/en-us/research/project/project-verona,Programming Language
Prolog,https://www.iso.org/standard/21413.html,Programming Language
PROMAL,http://www.lyonlabs.org/commodore/onrequest/PROMAL/,Programming Language
Promela,http://spinroot.com,Programming Language
PROSE modeling language,http://www.rand.org/pubs/reports/R438.html,Programming Language
Pure,http://agraef.github.io/pure-lang,Programming Language
Pure Data,https://puredata.info/,Programming Language
PureScript,https://www.purescript.org/,Programming Language
Python,https://www.python.org/,Programming Language
Qalb,https://nas.sr/%D9%82%D9%84%D8%A8,Programming Language
QPL,https://github.com/qosf/awesome-quantum-software,Programming Language
QtScript,http://doc.qt.io/qt-4.8/scripting.html,Programming Language
QuakeC,https://github.com/id-Software/Quake-Tools/tree/master/qcc,Programming Language
Raku,https://raku.org/,Programming Language
Rapira,https://github.com/freeduke33/rerap2,Programming Language
Ratfiv,http://sepwww.stanford.edu/doku.php?id=sep:software:ratfor,Programming Language
Reason,https://reasonml.github.io/,Programming Language
REBOL,http://www.rebol.com,Programming Language
Red,https://www.red-lang.org/,Programming Language
Redcode,https://corewar.co.uk/,Programming Language
REFAL,http://www.refal.net,Programming Language
ReScript,https://rescript-lang.org/,Programming Language
Rocq,https://rocq-prover.org,Programming Language
RPL,http://www.hpcalc.org/hp49/docs/programming/,Programming Language
RTL/2,https://doi.org/10.1002%2Fspe.4380100904,Programming Language
Ruby,https://www.ruby-lang.org/,Programming Language
Rust,https://www.rust-lang.org/,Programming Language
